Principio Attivo;Descrizione Gruppo Equivalenza;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno ;;;;;;;;;;;;;;;;
Alteplasi;ALTEPLASI 50MG 50ML 1 UNITA' USO PARENTERALE;ACTILYSE*1 flaconcino EV 50 mg + 1 flaconcino solv 50 ml;809,51;367,95;-;BOEHRINGER INGELHEIM IT.SpA;026533048;ADL;;;;;;;;;;;;;;;;;
Amfotericina B;AMFOTERICINA B 100MG 20ML 10 UNITA' USO PARENTERALE;ABELCET COMPLESSO LIPIDICO*10 flaconcini EV 100 mg 20 ml + 10 aghi;1.421,90;861,56;-;TEVA ITALIA Srl;033002015;ADM;;;;;;;;;;;;;;;;;
Amfotericina B;AMFOTERICINA B 50MG 10ML 1 UNITA' USO PARENTERALE;FUNGIZONE*1 fiala EV 50 mg 10 ml;11,49;5,23;-;CHEPLAPHARM ARZNEIMITTEL GMBH;015050014;ADN;;;;;;;;;;;;;;;;;
Amifostina;AMIFOSTINA 500MG 3 UNITA' USO PARENTERALE;ETHYOL*3 flaconcini polv EV 500 mg 50 mg/ml;839,29;381,49;-;CLINIGEN HEALTHCARE B.V.;030725016;ACQ;;;;;;;;;;;;;;;;;
Amikacina;AMIKACINA 500MG 10 UNITA' USO PARENTERALE;AMICASIL*10 fiale IM EV 500 mg 2 ml;30,21;18,31;-;PHARMATEX ITALIA Srl;024459137;ADO;;;;;;;;;;;;;;;;;
Amikacina;AMIKACINA 500MG 5 UNITA' USO PARENTERALE;AMIKACINA*5 fiale 0,5 g 2 ml;39,19;17,81;-;TEVA ITALIA Srl;033586037;ADP;;;;;;;;;;;;;;;;;
Amikacina;AMIKACINA 500MG 5 UNITA' USO PARENTERALE;MIGRACIN*5 fiale IM EV 500 mg 2 ml;15,08;9,13;-;GENETIC SpA;025568092;ADP;;;;;;;;;;;;;;;;;
Amikacina;AMIKACINA 500MG 5 UNITA' USO PARENTERALE;NEKACIN*5 fiale IM EV 500 mg 2 ml;30,06;13,66;-;NEW RESEARCH Srl;033190024;ADP;;;;;;;;;;;;;;;;;
Aminoacidi chetoanaloghi/aminoacidi;AMINOACIDI CHETOANALOGHI/AMINOACIDI 100 UNITA' USO ORALE;ALFAKAPPA*100 cpr riv;96,88;44,04;-;FRESENIUS KABI ITALIA Srl;026363010;ADR;;;;;;;;;;;;;;;;;
Amiodarone;AMIODARONE 150MG 3ML 5 UNITA' USO PARENTERALE;AMIODAR*5 fiale EV 150 mg 3 ml;4,94;2,99;-;ALFASIGMA SpA;022033029;44A;;;;;;;;;;;;;;;;;
Amiodarone;AMIODARONE 150MG 3ML 5 UNITA' USO PARENTERALE;AMIODARONE CLORIDRATO*5 fiale EV 150 mg 3 ml;6,58;3,99;-;BIOINDUSTRIA L.I.M. SpA;035462011;44A;;;;;;;;;;;;;;;;;
Amiodarone;AMIODARONE 150MG 3ML 10 UNITA' USO PARENTERALE;AMIODARONE*10 fiale EV 150 mg 3 ml;9,39;5,69;-;HIKMA FARMACEUTICA S.A.;038320014;ADS;;;;;;;;;;;;;;;;;
Amiodarone;AMIODARONE 150MG 3ML 6 UNITA' USO PARENTERALE;CORDARONE*6 fiale EV 150 mg 3 ml;5,63;3,41;-;SANOFI Srl;025035039;ADU;;;;;;;;;;;;;;;;;
Amoxicillina;AMOXICILLINA 1.000MG 50 UNITA' USO PARENTERALE;AMOXILLINA SODICA*50 flaconi EV 1.000 mg;45,08;20,49;-;K24 PHARMACEUTICALS Srl;033452083;COB;;;;;;;;;;;;;;;;;
Amoxicillina/acido clavulanico;AMOXICILLINA+ACIDO CLAVULANICO 1.000+200MG 20ML 1 UNITA' USO PARENTERALE;AMOXICILLINA ACIDO CLAVULANICO*1 fiala EV 1.000 mg + 200 mg + 1 flaconcino solv 20 ml;3,75;2,27;-;TEVA ITALIA Srl;036966012;ADW;;;;;;;;;;;;;;;;;
Amoxicillina/acido clavulanico;AMOXICILLINA+ACIDO CLAVULANICO 2.000+200MG 1 UNITA' USO PARENTERALE;AMOXICILLINA ACIDO CLAVULANICO*1 flacone EV 2.000 mg + 200 mg;5,06;3,07;-;TEVA ITALIA Srl;036966051;ADX;;;;;;;;;;;;;;;;;
Amoxicillina/acido clavulanico;AMOXICILLINA+ACIDO CLAVULANICO 1.000+200MG 1 UNITA' USO PARENTERALE;AMOXICILLINA E ACIDO CLAVULANICO*1 flaconcino EV 1.000 mg + 200 mg;3,75;2,27;-;SANDOZ A/S;043978016;ADV;;;;;;;;;;;;;;;;;
Amoxicillina/acido clavulanico;AMOXICILLINA+ACIDO CLAVULANICO 2.000+200MG 1 UNITA' USO PARENTERALE;AMOXICILLINA E ACIDO CLAVULANICO*1 flaconcino EV 2.000 mg + 200 mg;5,06;3,07;-;SANDOZ A/S;043978081;ADX;;;;;;;;;;;;;;;;;
Amoxicillina/acido clavulanico;AMOXICILLINA+ACIDO CLAVULANICO 2.000+200MG 1 UNITA' USO PARENTERALE;AUGMENTIN*1 fiala EV 2.000 mg + 200 mg;9,37;4,26;-;GLAXOSMITHKLINE SpA;026089084;ADX;;;;;;;;;;;;;;;;;
Ampicillina/sulbactam;AMPICILLINA+SULBACTAM 2.000+1.000MG 1 UNITA' USO PARENTERALE IM EV;AMPICILLINA E SULBACTAM*1 fiala IM EV 2 g + 1 g + 1 fiala solv 100 ml;4,36;2,64;-;I.B.I.GIOVANNI LORENZINI SpA;036624068;AEG;;;;;;;;;;;;;;;;;
Anakinra;ANAKINRA 100MG 0,67ML 7 UNITA' USO PARENTERALE;KINERET*7 siringhe preriempite SC 100 mg 0,67 ml;328,96;199,32;-;SWEDISH ORPHAN BIOVITRUM AB(PU;035607062;AEI;;;;;;;;;;;;;;;;;
Anidulafungina;ANIDULAFUNGINA 100MG 30ML 1 UNITA' USO PARENTERALE;ANIDULAFUNGINA*1 flaconcino EV 100 mg;405,80;245,88;-;MEDAC PHARMA Srl;045563018;AEJ;;;;;;;;;;;;;;;;;
Anidulafungina;ANIDULAFUNGINA 100MG 30ML 1 UNITA' USO PARENTERALE;ANIDULAFUNGINA*1 flaconcino EV 100 mg;405,80;245,88;-;TEVA B.V.;046259014;AEJ;;;;;;;;;;;;;;;;;
Anidulafungina;ANIDULAFUNGINA 100MG 30ML 1 UNITA' USO PARENTERALE;ANIDULAFUNGINA*1 flaconcino EV 100 mg;405,80;245,88;-;EG SpA;046400014;AEJ;;;;;;;;;;;;;;;;;
Anidulafungina;ANIDULAFUNGINA 100MG 30ML 1 UNITA' USO PARENTERALE;ECALTA*1 flaconcino EV 100 mg 30 ml;594,15;360,00;-;PFIZER EUROPE MA EEIG;038382026;AEJ;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;ANBINEX*1 flacone 1.000 UI + 1 siringa;-;-;330,00;INSTITUTO GRIFOLS S.A.;034330047;AEK;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;ANBINEX*1 flacone 500 UI + 1 siringa;-;-;165,00;INSTITUTO GRIFOLS S.A.;034330035;AEN;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;ANTITROMBINA III*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml;-;-;330,00;BAXALTA INNOVATIONS GMBH;027113024;AEK;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;ANTITROMBINA III*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml;-;-;165,00;BAXALTA INNOVATIONS GMBH;027113012;AEN;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;AT III KEDRION*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml;-;-;330,00;KEDRION SpA;029378027;AEK;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;AT III KEDRION*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml;-;-;165,00;KEDRION SpA;029378015;AEN;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;ATENATIV*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml;-;-;330,00;OCTAPHARMA AB;031118021;AEK;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;ATENATIV*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml;-;-;165,00;OCTAPHARMA AB;031118019;AEN;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;ATKED*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml + set;-;-;330,00;KEDRION SpA;041800020;AEK;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;ATKED*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml + set;-;-;165,00;KEDRION SpA;041800018;AEN;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;KYBERNIN P*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml;-;-;330,00;CSL BEHRING GmbH;025766027;AEK;;;;;;;;;;;;;;;;;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;KYBERNIN P*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml;-;-;165,00;CSL BEHRING GmbH;025766039;AEN;;;;;;;;;;;;;;;;;
Apalutamide;APALUTAMIDE 60MG 112 UNITA' USO ORALE;ERLEADA*112 cpr riv 60 mg;5.351,83;3.242,75;-;JANSSEN CILAG INTERNAT.N.V.;047525011;KYI;;;;;;;;;;;;;;;;;
Apomorfina;APOMORFINA 50MG/5ML 5 UNITA' USO PARENTERALE;APOFIN*5 fiale SC 5 ml 50 mg/5 ml;65,03;29,55;-;CHIESI FARMACEUTICI SpA;033403015;AEO;;;;;;;;;;;;;;;;;
Aprepitant;APREPITANT 125MG 1 UNITA' + 80 MG 2 UNITA' USO ORALE;APREPITANT*1 cps 125 mg + 2 cps 80 mg;62,14;37,65;-;TEVA B.V.;046673012;AEP;;;;;;;;;;;;;;;;;
Aprepitant;APREPITANT 125MG 1 UNITA' + 80 MG 2 UNITA' USO ORALE;APREPITANT*1 cps 125 mg + 2 cps 80 mg;62,14;37,65;-;ACCORD HEALTHCARE SLU;046991042;AEP;;;;;;;;;;;;;;;;;
Aprepitant;APREPITANT 125MG 1 UNITA' + 80 MG 2 UNITA' USO ORALE;EMEND*1 cps 125 mg + 2 cps 80 mg;88,77;53,79;-;MERCK SHARP & DOHME BV;036167068;AEP;;;;;;;;;;;;;;;;;
Aprepitant;APREPITANT 125MG 1 UNITA' USO ORALE;EMEND*orale polv sosp 1 bust 125 mg;38,93;23,59;-;MERCK SHARP & DOHME BV;036167118;JTF;;;;;;;;;;;;;;;;;
Argatroban;ARGATROBAN 250MG 2,5ML 1 UNITA' USO PARENTERALE;NOVASTAN*1 flacone infus 2,5 ml 100 mg/ml;357,49;216,60;-;MITSUBISHI TANABE PHARMA GMBH;037482015;AEQ;;;;;;;;;;;;;;;;;
Aripiprazolo;ARIPIPRAZOLO 400MG 2 ML 1 UNITA' USO PARENTERALE RP;ABILIFY MAINTENA*1 flaconcino IM 400 mg + 1 flaconcino solv 2 ml rilascio prolungato;440,42;266,86;-;OTSUKA PHARMACEUT.NETHER.BV;043143027;HSE;;;;;;;;;;;;;;;;;
Aripiprazolo;ARIPIPRAZOLO 9,75MG 1,3ML 1 UNITA' USO PARENTERALE;ABILIFY*1 flaconcino IM 1,3 ml 7,5 mg/ml;4,77;2,89;-;OTSUKA PHARMACEUT.NETHER.BV;036582207;AER;;;;;;;;;;;;;;;;;
Arsenico triossido;ARSENICO TRIOSSIDO 10MG 10ML 10 UNITA' USO PARENTERALE;ARSENICO TRIOSSIDO*10 fiale EV 10 mg 10 ml 1 mg/ml;3.944,48;2.390,01;-;EG SpA;047507013;BUW;;;;;;;;;;;;;;;;;
Arsenico triossido;ARSENICO TRIOSSIDO 10MG 10ML 10 UNITA' USO PARENTERALE;TRIOSSIDO DI ARSENICO*10 fiale EV 10 ml 1 mg/ml;3.944,48;2.390,01;-;ACCORD HEALTHCARE SLU;048338038;BUW;;;;;;;;;;;;;;;;;
Arsenico triossido;ARSENICO TRIOSSIDO 10MG 10ML 10 UNITA' USO PARENTERALE;TRISENOX*10 fiale EV 10 mg 10 ml 1 mg/ml;5.634,96;3.414,30;-;TEVA B.V.;035712013;BUW;;;;;;;;;;;;;;;;;
Arsenico triossido;ARSENICO TRIOSSIDO 12MG 6ML 10 UNITA' USO PARENTERALE;TRISENOX*10 flaconcini EV 12 mg 6 ml 2 mg/ml;5.634,96;3.414,30;-;TEVA B.V.;035712025;LUW;;;;;;;;;;;;;;;;;
Ataluren;ATARULEN 1000MG 30 UNITA' USO ORALE;TRANSLARNA*orale grat 30 bust 1.000 mg;38.155,92;23.119,20;-;PTC THERAPEUTICS INTERNAT.LTD;043535032;JVD;;;;;;;;;;;;;;;;;
Ataluren;ATARULEN 125MG 30 UNITA' USO ORALE;TRANSLARNA*orale grat 30 bust 125 mg;4.769,49;2.889,90;-;PTC THERAPEUTICS INTERNAT.LTD;043535018;JUZ;;;;;;;;;;;;;;;;;
Ataluren;ATARULEN 250MG 30 UNITA' USO ORALE;TRANSLARNA*orale grat 30 bust 250 mg;9.538,98;5.779,80;-;PTC THERAPEUTICS INTERNAT.LTD;043535020;JVC;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 300MG 30 UNITA' USO ORALE;ATAZANAVIR*30 cps 300 mg;389,200;235,830;-;MYLAN Sas;045061165;AEU;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 300MG 30 UNITA' USO ORALE;ATAZANAVIR*30 cps 300 mg;389,20;235,83;-;ACCORD HEALTHCARE SLU;046174049;AEU;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 300MG 30 UNITA' USO ORALE;ATAZANAVIR*30 cps 300 mg;389,20;235,83;-;DR. REDDY'S Srl;046309035;AEU;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 300MG 30 UNITA' USO ORALE;ATAZANAVIR*30 cps 300 mg;389,20;235,83;-;EG SpA;047001060;AEU;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 300MG 30 UNITA' USO ORALE;ATAZANAVIR*30x1 cps 300 mg;389,20;235,83;-;SANDOZ SpA;047067032;AEU;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 150MG 60 UNITA' USO ORALE;ATAZANAVIR*60 cps 150 mg;389,20;235,83;-;DR. REDDY'S Srl;046309011;AES;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 200MG 60 UNITA' USO ORALE;ATAZANAVIR*60 cps 200 mg;505,960;306,570;-;MYLAN Sas;045061140;AET;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 200MG 60 UNITA' USO ORALE;ATAZANAVIR*60 cps 200 mg;505,96;306,57;-;ACCORD HEALTHCARE SLU;046174025;AET;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 200MG 60 UNITA' USO ORALE;ATAZANAVIR*60 cps 200 mg;505,96;306,57;-;DR. REDDY'S Srl;046309023;AET;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 200MG 60 UNITA' USO ORALE;ATAZANAVIR*60 cps 200 mg;505,96;306,57;-;EG SpA;047001021;AET;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 200MG 60 UNITA' USO ORALE;ATAZANAVIR*60x1 cps 200 mg;505,96;306,57;-;SANDOZ SpA;047067018;AET;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 300MG 30 UNITA' USO ORALE;REYATAZ*30 cps 300 mg flacone;580,91;351,98;-;BRISTOL M.SQUIBB PHARMA EEIG;036196083;AEU;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 150MG 60 UNITA' USO ORALE;REYATAZ*60 cps 150 mg;580,91;351,98;-;BRISTOL M.SQUIBB PHARMA EEIG;036196057;AES;;;;;;;;;;;;;;;;;
Atazanavir;ATAZANAVIR 200MG 60 UNITA' USO ORALE;REYATAZ*60 cps 200 mg;755,16;457,57;-;BRISTOL M.SQUIBB PHARMA EEIG;036196069;AET;;;;;;;;;;;;;;;;;
Atazanavir/Cobicistat;ATAZANAVIR+COBICISTAT 300MG+150MG 30 UNITA' USO ORALE;EVOTAZ*30 cpr riv 300 mg + 150 mg flacone;616,50;373,55;-;BRISTOL M.SQUIBB PHARMA EEIG;044318018;GXS;;;;;;;;;;;;;;;;;
Atezolizumab;ATEZOLIZUMAB 1.200MG 1 UNITA' USO PARENTERALE;TECENTRIQ*1 flaconcino EV 1.200 mg 20 ml;7.596,38;4.602,75;-;ROCHE REGISTRATION GMBH;045590015;KIB;;;;;;;;;;;;;;;;;
Atezolizumab;ATEZOLIZUMAB 840MG 1 UNITA' USO PARENTERALE;TECENTRIQ*1 flaconcino EV 840 mg 14 ml;5.317,46;3.221,93;-;ROCHE REGISTRATION GMBH;045590027;KYR;;;;;;;;;;;;;;;;;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino 37,5 mg/5 ml;82,77;50,15;-;LABORATOIRE AGUETTANT S.A.;043675026;AEV;;;;;;;;;;;;;;;;;
Atosiban;ATOSIBAN 6,75MG 0,9ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino 6,75 mg/0,9 ml;26,53;16,07;-;LABORATOIRE AGUETTANT S.A.;043675014;AEW;;;;;;;;;;;;;;;;;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 37,5 mg/5 ml;82,77;50,15;-;SUN PHARMACEUTICAL IND.EU.B.V.;042916027;AEV;;;;;;;;;;;;;;;;;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 37,5 mg/5 ml;82,77;50,15;-;EVER VALINJECT GMBH;044379028;AEV;;;;;;;;;;;;;;;;;
Atosiban;ATOSIBAN 6,75MG 0,9ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 6,75 mg/0,9 ml;26,53;16,07;-;SUN PHARMACEUTICAL IND.EU.B.V.;042916015;AEW;;;;;;;;;;;;;;;;;
Atosiban;ATOSIBAN 6,75MG 0,9ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 6,75 mg/0,9 ml;26,53;16,07;-;EVER VALINJECT GMBH;044379016;AEW;;;;;;;;;;;;;;;;;
Atosiban;ATOSIBAN 75MG 10ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 75 mg/10 ml;149,01;90,29;-;EVER VALINJECT GMBH;044379030;JZX;;;;;;;;;;;;;;;;;
Atosiban;ATOSIBAN 6,75MG 0,9ML 1 UNITA' USO PARENTERALE;TRACTOCILE*1 fiala EV 0,9 ml 6,75 mg/0,9 ml;37,91;22,97;-;FERRING PHARMACEUTICALS A/S;035026018;AEW;;;;;;;;;;;;;;;;;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;TRACTOCILE*1 fiala EV 5 ml 37,5 mg/5 ml;118,26;71,65;-;FERRING PHARMACEUTICALS A/S;035026020;AEV;;;;;;;;;;;;;;;;;
Atovaquone;ATOVAQUONE 750MG/5ML 250ML USO ORALE;ATOVAQUONE*orale sosp 1 flacone 250 ml 750 mg/5 ml;254,18;154,01;-;GLENMARK PHARMACEUTICALS S.R.O;048163012;LJW;;;;;;;;;;;;;;;;;
Atovaquone;ATOVAQUONE 750MG/5ML 240ML USO ORALE;WELLVONE*orale sosp 1 flacone 240 ml 750 mg/5 ml;363,10;220,01;-;GLAXOSMITHKLINE (IRELAND) LTD;029557028;AEX;;;;;;;;;;;;;;;;;
Atracurio;ATRACURIO 25MG 2,5ML 5 UNITA' USO PARENTERALE;ATRACURIUM*5 fiale EV 25 mg 2,5 ml;8,61;5,22;-;HAMELN PHARMA GmbH;035640010;AEY;;;;;;;;;;;;;;;;;
Atracurio;ATRACURIO 50MG 5ML 5 UNITA' USO PARENTERALE;ATRACURIUM*5 fiale EV 50 mg 5 ml;16,95;10,27;-;HAMELN PHARMA GmbH;035640046;AEZ;;;;;;;;;;;;;;;;;
Avelumab;AVELUMAB 20MG/ML 10ML 1 UNITA' USO PARENTERALE;BAVENCIO*1 flaconcino EV 10 ml 20 mg/ml;1.626,56;985,55;-;MERCK EUROPE BV;045613015;KNX;;;;;;;;;;;;;;;;;
Axicabtagene ciloleucel;AXICABTAGENE 1 SACCA SOLUZIONE USO EV;YESCARTA*1 sacca EV 0,4x10 alla ottava - 2x10 alla ottava cellule dispersione per infusione;539.680,80;327.000,00;-;KITE PHARMA EU B.V.;046995015;KYE;;;;;;;;;;;;;;;;;
Axitinib;AXITINIB 1MG 56 UNITA' USO ORALE;INLYTA*56 cpr riv 1 mg;1.317,03;798,01;-;PFIZER EUROPE MA EEIG;042233027;DUM;;;;;;;;;;;;;;;;;
Axitinib;AXITINIB 3MG 56 UNITA' USO ORALE;INLYTA*56 cpr riv 3 mg;3.951,11;2.394,03;-;PFIZER EUROPE MA EEIG;042233080;GZT;;;;;;;;;;;;;;;;;
Axitinib;AXITINIB 5MG 56 UNITA' USO ORALE;INLYTA*56 cpr riv 5 mg;6.585,15;3.990,01;-;PFIZER EUROPE MA EEIG;042233054;DUN;;;;;;;;;;;;;;;;;
Axitinib;AXITINIB 7MG 56 UNITA' USO ORALE;INLYTA*56 cpr riv 7 mg;9.219,22;5.586,01;-;PFIZER EUROPE MA EEIG;042233116;GZU;;;;;;;;;;;;;;;;;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;ZENTIVA ITALIA Srl;047497019;AFG;;;;;;;;;;;;;;;;;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;ACCORD HEALTHCARE SLU;048524019;AFG;;;;;;;;;;;;;;;;;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;MYLAN IRELAND LIMITED;048609010;AFG;;;;;;;;;;;;;;;;;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;BETAPHARM ARZNEIMITTEL GMBH;048612016;AFG;;;;;;;;;;;;;;;;;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;VIDAZA*1 flaconcino SC 100 mg polv 25 mg/ml;527,28;319,49;-;CELGENE EUROPE BV;038996017;AFG;;;;;;;;;;;;;;;;;
Azitromicina;AZITROMICINA 500MG 1 UNITA' USO PARENTERALE;AZYLUNG*1 flaconcino EV 500 mg;10,67;6,46;-;INCA-PHARM Srl;044273011;AFH;;;;;;;;;;;;;;;;;
Azitromicina;AZITROMICINA 500MG 1 UNITA' USO PARENTERALE;ZITROMAX*1 flaconcino EV 500 mg;19,77;8,98;-;PFIZER ITALIA Srl;027860156;AFH;;;;;;;;;;;;;;;;;
Baclofene;BACLOFENE 10MG 20ML 1 UNITA' USO INTRATECALE;BACLOFENE*1 fiala 10 mg 20 ml;66,11;40,05;-;MOLTENI & C. F.LLI ALITTI SpA;040646022;AFJ;;;;;;;;;;;;;;;;;
Baclofene;BACLOFENE 40MG 20ML 1 UNITA' USO INTRATECALE;BACLOFENE*1 fiala 40 mg 20 ml;251,20;152,20;-;MOLTENI & C. F.LLI ALITTI SpA;040646046;CSX;;;;;;;;;;;;;;;;;
Baclofene;BACLOFENE 10MG 20ML 1 UNITA' USO INTRATECALE;BACLOFENE*1 fiala soluz iniett 10 mg 20 ml uso intratecale;66,10;40,05;-;BIOINDUSTRIA L.I.M. SpA;041650019;AFJ;;;;;;;;;;;;;;;;;
Baclofene;BACLOFENE 0,05MG 1ML 10 UNITA' USO INTRATECALE;BACLOFENE*10 fiale 0,05 mg 1 ml;30,00;18,17;-;MOLTENI & C. F.LLI ALITTI SpA;040646010;CSR;;;;;;;;;;;;;;;;;
Baclofene;BACLOFENE 10MG 5ML 10 UNITA' USO INTRATECALE;BACLOFENE*10 fiale 10 mg 5 ml;628,00;380,50;-;MOLTENI & C. F.LLI ALITTI SpA;040646034;CSV;;;;;;;;;;;;;;;;;
Baclofene;BACLOFENE 0,05MG 1ML 10 UNITA' USO INTRATECALE;BACLOFENE*10 fiale soluz iniett 0,05 mg 1 ml uso intratecale;31,57;19,13;-;BIOINDUSTRIA L.I.M. SpA;041650033;CSR;;;;;;;;;;;;;;;;;
Baclofene;BACLOFENE 10MG 5ML 5 UNITA' USO INTRATECALE;BACLOFENE*5 fiale soluz iniett 10 mg 5 ml uso intratecale;330,51;200,27;-;BIOINDUSTRIA L.I.M. SpA;041650021;CSW;;;;;;;;;;;;;;;;;
Baclofene;BACLOFENE 0,05MG 1ML 1 UNITA' USO INTRATECALE;LIORESAL*1 fiala 0,05 mg 1 ml soluzione intratecale;5,77;2,62;-;NOVARTIS FARMA SpA;022999054;AFI;;;;;;;;;;;;;;;;;
Baclofene;BACLOFENE 10MG 5ML 1 UNITA' USO INTRATECALE;LIORESAL*1 fiala 10 mg 5 ml soluzione intratecale;120,72;54,87;-;NOVARTIS FARMA SpA;022999041;AFK;;;;;;;;;;;;;;;;;
Baclofene;BACLOFENE 10MG 20ML 1 UNITA' USO INTRATECALE;LIORESAL*1 flaconcino 10 mg 20 ml soluzione intratecale;120,72;54,87;-;NOVARTIS FARMA SpA;022999039;AFJ;;;;;;;;;;;;;;;;;
Baricitinib;BARICITINIB 2MG 28 UNITA' USO ORALE;OLUMIANT*28 cpr riv 2 mg;1.089,61;660,21;-;ELI LILLY NEDERLAND BV;045260027;KDH;;;;;;;;;;;;;;;;;
Baricitinib;BARICITINIB 4MG 28 UNITA' USO ORALE;OLUMIANT*28 cpr riv 4 mg;1.089,61;660,21;-;ELI LILLY NEDERLAND BV;045260104;KDJ;;;;;;;;;;;;;;;;;
Baricitinib;BARICITINIB 4MG 84 UNITA' USO ORALE;OLUMIANT*84 cpr riv 4 mg;3.268,85;1.980,64;-;ELI LILLY NEDERLAND BV;045260142;KDK;;;;;;;;;;;;;;;;;
Bario solfato;BARIO SOLFATO 340G USO ORALE;PRONTOBARIO HD*orale polv 340 g;7,32;3,33;-;BRACCO IMAGING ITALIA Srl;028558017;AFM;;;;;;;;;;;;;;;;;
Basiliximab;BASILIXIMAB 20MG 5ML 1 UNITA' USO PARENTERALE;SIMULECT*1 fiala EV 20 mg + 1 fiala solv 5 ml;1.515,43;918,22;-;NOVARTIS EUROPHARM LTD;034232013;AFR;;;;;;;;;;;;;;;;;
