Acamprosato;ACAMPROSATO 333MG 84 UNITA' USO ORALE;CAMPRAL*84 cpr riv gastrores 333 mg;33,77;BRUNO FARMACEUTICI SpA;034208013;H0A;;;
Acido alendronico/Colecalciferolo;ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE;ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 5600 UI;13,60;ACCORD HEALTHCARE SLU;046006033;H6B;X;;
Acido alendronico/Colecalciferolo;ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE;FOSAVANCE*4 cpr 70 mg + 2.800 UI;18,14;ORGANON N.V.;036845028;H6A;X;;
Acido alendronico/Colecalciferolo;ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE;FOSAVANCE*4 cpr 70 mg + 5.600 UI;17,10;ORGANON N.V.;036845079;H6B;X;;
Acido alendronico/Colecalciferolo;ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE;VANTAVO*4 cpr 70 mg + 2.800 UI;17,90;ORGANON N.V.;039641028;H6A;X;;
Acido alendronico/Colecalciferolo;ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE;VANTAVO*4 cpr 70 mg + 5.600 UI;16,60;ORGANON N.V.;039641081;H6B;X;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 15 UNITA' USO ORALE;ACIDO CARGLUMICO*15 cpr dispers 200 mg flacone;1.222,21;WAYMADE B.V.;045647029;KKH;;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 5 UNITA' USO ORALE;ACIDO CARGLUMICO*5 cpr dispers 200 mg flacone;407,41;WAYMADE B.V.;045647017;KKI;;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 60 UNITA' USO ORALE;ACIDO CARGLUMICO*60 cpr dispers 200 mg flacone;4.888,84;WAYMADE B.V.;045647031;KKJ;;;
Acido carglumico;ACIDO CARGLUMICO 200MG 5 UNITA' USO ORALE;CARBAGLU*5 cpr dispers 200 mg flacone;522,31;RECORDATI RARE DISEASES SARL;035983030;BRQ;;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 60 UNITA' USO ORALE;CARBAGLU*60 cpr dispers 200 mg;6.267,76;RECORDATI RARE DISEASES SARL;035983028;BRP;;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 12 UNITA' USO ORALE;UCEDANE*12 cpr dispers 200 mg;977,73;EUROCEPT INTERNATIONAL B.V.;045485024;LCO;;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 60 UNITA' USO ORALE;UCEDANE*60 cpr dispers 200 mg;5.014,20;EUROCEPT INTERNATIONAL B.V.;045485012;KKJ;;;
Acido chenodesossicolico;ACIDO CHENODESOSSICOLICO 250MG 100 UNITA' USO ORALE;ACIDO CHENODESOSSICOLICO*100 cps 250 mg;23.097,36;LEADIANT GmbH;045381011;KFQ;;;
Acido clodronico;ACIDO CLODRONICO 400MG 10 UNITA' USO ORALE;CLASTEON*10 cps 400 mg;26,17;ABIOGEN PHARMA SpA;026372058;38B;X;;
Acido clodronico;ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE;CLASTEON*6 fiale EV 300 mg 10 ml;63,18;ABIOGEN PHARMA SpA;026372033;38A;X;;
Acido clodronico;ACIDO CLODRONICO 400MG 10 UNITA' USO ORALE;CLODRON*10 cps 400 mg;26,17;FIDIA FARMACEUTICI SpA;034721050;38B;X;;
Acido clodronico;ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE;CLODRONATO*6 fiale EV 300 mg 10 ml;63,18;ABC FARMACEUTICI SpA;035129030;38A;X;;
Acido clodronico;ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE;CLODY*6 fiale EV 300 mg 10 ml;63,18;PROMEDICA Srl;034294037;38A;X;;
Acido clodronico;ACIDO CLODRONICO 400MG 10 UNITA' USO ORALE;DIFOSFONAL*10 cps 400 mg;26,17;SPA (SOC.PRO.ANTIBIOTICI) SpA;026510053;38B;X;;
Acido clodronico;ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE;DIFOSFONAL*6 fiale infus 300 mg 10 ml;63,18;SPA (SOC.PRO.ANTIBIOTICI) SpA;026510038;38A;X;;
Acido folico;ACIDO FOLICO 400MCG 120 UNITA' USO ORALE;ACIDO FOLICO*120 cpr 400 mcg;10,05;DOC GENERICI Srl;040274072;GSG;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;ACIDO FOLICO*120 cpr 5 mg;9,74;DOC GENERICI Srl;040274058;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;ACIDO FOLICO*120 cpr 5 mg;9,74;EG SpA;045545047;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 20 UNITA' USO ORALE;ACIDO FOLICO*20 cpr 5 mg;2,44;DOC GENERICI Srl;040274019;H7B;X;;
Acido folico;ACIDO FOLICO 5MG 20 UNITA' USO ORALE;ACIDO FOLICO*20 cpr 5 mg;2,44;EG SpA;045545011;H7B;X;;
Acido folico;ACIDO FOLICO 400MCG 28 UNITA' USO ORALE;ACIDO FOLICO*28 cpr 400 mcg;3,13;DOC GENERICI Srl;040274060;H7A;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;ACIDO FOLICO*28 cpr 5 mg;3,41;DOC GENERICI Srl;040274033;H7C;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;ACIDO FOLICO*28 cpr 5 mg;3,41;EG SpA;045545023;H7C;X;;
Acido folico;ACIDO FOLICO 5MG 60 UNITA' USO ORALE;ACIDO FOLICO*60 cpr 5 mg;5,95;DOC GENERICI Srl;040274045;H7E;X;;
Acido folico;ACIDO FOLICO 5MG 60 UNITA' USO ORALE;ACIDO FOLICO*60 cpr 5 mg;5,95;EG SpA;045545035;H7E;X;;
Acido folico;ACIDO FOLICO 400MCG 120 UNITA' USO ORALE;BALFOLIC*120 cpr 400 mcg;13,40;LABORATORI BALDACCI SpA;042186015;GSG;X;;
Acido folico;ACIDO FOLICO 400MCG 120 UNITA' USO ORALE;FERTIFOL*120 cpr 400 mcg;13,40;EFFIK ITALIA SpA;036346029;GSG;X;;
Acido folico;ACIDO FOLICO 400MCG 28 UNITA' USO ORALE;FERTIFOL*28 cpr 400 mcg;4,17;EFFIK ITALIA SpA;036346017;H7A;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;FOLATEX*120 CPR 5 mg;9,74;S.F. GROUP Srl;045534043;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 20 UNITA' USO ORALE;FOLATEX*20 cpr 5 mg;2,44;S.F. GROUP Srl;045534017;H7B;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;FOLATEX*28 cpr 5 mg;3,41;S.F. GROUP Srl;045534029;H7C;X;;
Acido folico;ACIDO FOLICO 5MG 60 UNITA' USO ORALE;FOLATEX*60 cpr 5 mg;5,95;S.F. GROUP Srl;045534031;H7E;X;;
Acido folico;ACIDO FOLICO 5MG 20 UNITA' USO ORALE;FOLICOM*20 cpr 5 mg;2,44;MEDIC ITALIA Srl;042972012;H7B;X;;
Acido folico;ACIDO FOLICO 5MG 60 UNITA' USO ORALE;FOLICOM*60 cpr 5 mg;6,95;MEDIC ITALIA Srl;042972024;H7E;X;;
Acido folico;ACIDO FOLICO 400MCG 120 UNITA' USO ORALE;FOLIDEX*120 cpr 400 mcg;13,40;ITALFARMACO SpA;036345027;GSG;X;;
Acido folico;ACIDO FOLICO 400MCG 28 UNITA' USO ORALE;FOLIDEX*28 cpr 400 mcg;4,17;ITALFARMACO SpA;036345015;H7A;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;FOLIFEM*28 cpr 5 mg;4,49;LIFEPHARMA SpA;040626018;H7C;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;FOLIFILL*120 cpr 5 mg;13,22;ITALFARMACO SpA;040627022;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;FOLIFILL*28 cpr 5 mg;4,49;ITALFARMACO SpA;040627010;H7C;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;FOLINA*120 cps 5 mg;11,24;TEOFARMA Srl;002309072;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 20 UNITA' USO ORALE;FOLINA*20 cps 5 mg;3,25;TEOFARMA Srl;002309045;H7B;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;FOLINA*28 cps 5 mg;4,49;TEOFARMA Srl;002309060;H7C;X;;
Acido folico;ACIDO FOLICO 15MG 5 UNITA' USO PARENTERALE;FOLINA*5 fiale IM 15 mg 2 ml;7,74;TEOFARMA Srl;002309033;H7D;;;
Acido folico;ACIDO FOLICO 5MG 60 UNITA' USO ORALE;FOLINA*60 cps molli 5 mg;6,95;TEOFARMA Srl;002309058;H7E;X;;
Acido Micofenolico;MICOFENOLATO SODICO 180MG 100 UNITA' USO ORALE;ACIDO MICOFENOLICO*100 cpr gastrores 180 mg;83,48;ACCORD HEALTHCARE SLU;043305034;F6C;X;;
Acido Micofenolico;MICOFENOLATO SODICO 360MG 50 UNITA' USO ORALE;ACIDO MICOFENOLICO*50 cpr gastrores 360 mg;83,48;ACCORD HEALTHCARE SLU;043305061;F6D;X;;
Acido Micofenolico;MICOFENOLATO SODICO 180MG 100 UNITA' USO ORALE;MYFORTIC*100 cpr gastrores 180 mg;157,49;NOVARTIS FARMA SpA;036511032;F6C;X;;
Acido Micofenolico;MICOFENOLATO SODICO 360MG 50 UNITA' USO ORALE;MYFORTIC*50 cpr gastrores 360 mg;157,49;NOVARTIS FARMA SpA;036511069;F6D;X;;
Acido neridronico;ACIDO NERIDRONICO 25MG 1 UNITA' USO PARENTERALE;NERIXIA*1 fiala IM EV 25 mg;14,65;ABIOGEN PHARMA SpA;035268010;S0A;;;
Acido tauroursodesossicolico;ACIDO TAUROURSODESOSSICOLICO 250MG 20 UNITA' USO ORALE;TAURO*20 cps 250 mg;10,16;TEOFARMA Srl;026772032;H8B;;;
Acido tauroursodesossicolico;ACIDO TAUROURSODESOSSICOLICO 250MG 20 UNITA' USO ORALE;TUDCABIL*20 cps 250 mg;10,16;BRUSCHETTINI Srl;026707036;H8B;;;
Acido tiaprofenico;ACIDO TIAPROFENICO 300MG 30 UNITA' USO ORALE;SURGAMYL*30 cpr 300 mg;8,07;SCHARPER SpA;025195025;H9A;;;
Acido tiaprofenico;ACIDO TIAPROFENICO 300MG 30 UNITA' USO ORALE;SURGAMYL*orale grat 30 bust 300 mg;8,07;SCHARPER SpA;025195052;H9A;;;
Acido tranexamico;ACIDO TRANEXAMICO 500MG 30 UNITA' USO ORALE;ACIDO TRANEXAMICO*30 cpr riv 500 mg;6,90;TILLOMED ITALIA Srl;044063067;CAD;;;
Acido tranexamico;ACIDO TRANEXAMICO 500MG 5 UNITA' USO PARENTERALE E ORALE;ACIDO TRANEXAMICO*5 fiale EV 500 mg 5 ml;4,00;ACCORD HEALTHCARE SLU;044281018;CAA;;;
Acido tranexamico;ACIDO TRANEXAMICO 250MG 30 UNITA' USO ORALE;TRANEX*30 cps 250 mg;4,93;MALESCI SpA IST.FARMACOBIOL.;022019018;CAC;;;
Acido tranexamico;ACIDO TRANEXAMICO 500MG 30 UNITA' USO ORALE;TRANEX*30 cps 500 mg;8,84;MALESCI SpA IST.FARMACOBIOL.;022019020;CAD;;;
Acido tranexamico;ACIDO TRANEXAMICO 500MG 6 UNITA' USO PARENTERALE E ORALE;TRANEX*6 fiale EV 500 mg 5 ml;6,59;MALESCI SpA IST.FARMACOBIOL.;022019032;CAE;X;;
Acido tranexamico;ACIDO TRANEXAMICO 250MG 20 UNITA' USO ORALE;UGUROL*20 cpr 250 mg;3,72;ROTTAPHARM SpA;021458017;CAB;;;
Acido tranexamico;ACIDO TRANEXAMICO 500MG 6 UNITA' USO PARENTERALE E ORALE;UGUROL*6 fiale EV orale locale 500 mg 5 ml;4,28;ROTTAPHARM SpA;021458031;CAE;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cpr 150 mg;4,43;MYLAN SpA;033094018;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cpr 300 mg;5,24;MYLAN SpA;033094020;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cpr 300 mg;5,76;RATIOPHARM GMBH;033090010;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cpr 450 mg rilascio prolungato;8,16;ZENTIVA ITALIA Srl;033564055;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cpr 450 mg rilascio prolungato;8,97;EG SpA;033512017;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cpr 450 mg rilascio prolungato;8,98;RATIOPHARM GMBH;033090034;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cps 300 mg;5,24;ARISTO PHARMA GMBH;028746016;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cps 300 mg;5,24;ZENTIVA ITALIA Srl;033564030;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cps 300 mg;5,76;AUROBINDO PHARMA ITALIA Srl;028366019;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cps 300 mg;5,77;EG SpA;033512031;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cps 300 mg;6,36;DOC GENERICI Srl;028931018;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cps 450 mg rilascio modificato;8,97;DOC GENERICI Srl;028931032;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;DESOXIL*20 cpr 150 mg;4,43;S.F. GROUP Srl;028336016;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;DESOXIL*20 cpr 300 mg;5,77;S.F. GROUP Srl;028336028;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;DESOXIL*20 cpr 450 mg rilascio prolungato;9,85;S.F. GROUP Srl;028336042;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;DEURSIL*20 cps 150 mg;5,31;CHEPLAPHARM ARZNEIMITTEL GMBH;023605076;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 225MG 20 UNITA' USO ORALE;DEURSIL*20 cps 225 mg rilascio prolungato;9,48;CHEPLAPHARM ARZNEIMITTEL GMBH;023605153;01D;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;DEURSIL*20 cps 300 mg;7,89;CHEPLAPHARM ARZNEIMITTEL GMBH;023605114;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;DEURSIL*20 cps 450 mg rilascio prolungato;13,42;CHEPLAPHARM ARZNEIMITTEL GMBH;023605138;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 250MG 30 UNITA' USO ORALE;DOZURSO*30 cpr riv 250 mg;11,83;LABORATOIRE MAYOLY SPINDLER;043689025;LBM;;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 500MG 30 UNITA' USO ORALE;DOZURSO*30 cpr riv 500 mg;19,40;LABORATOIRE MAYOLY SPINDLER;043689064;LBN;;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;FRAURS*20 cps 300 mg;6,59;FRANCIA FARMAC.IND.FAR.BIO.Srl;027567039;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;LITOFF RETARD*20 cpr 450 mg rilascio prolungato;8,16;I.B.N. SAVIO Srl;028404022;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;LITOFF*20 cpr div 300 mg;5,24;I.B.N. SAVIO Srl;028404010;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;LITURSOL*20 cpr 150 mg;4,86;EG SpA;024615078;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;LITURSOL*20 cpr 300 mg;6,35;EG SpA;024615080;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;URDES*20 cpr 150 mg;4,43;S.F. GROUP Srl;026893038;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;URDES*20 cpr 300 mg;5,77;S.F. GROUP Srl;026893040;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 225MG 20 UNITA' USO ORALE;URDES*20 cpr gastrores 225 mg;7,89;S.F. GROUP Srl;026893065;01D;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;URDES*20 cpr gastrores 450 mg;9,85;S.F. GROUP Srl;026893053;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;URSACOL*20 cpr 150 mg;4,43;ZAMBON ITALIA Srl;023630039;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 225MG 20 UNITA' USO ORALE;URSILON RETARD*20 cps 225 mg rilascio prolungato;9,48;I.B.I.GIOVANNI LORENZINI SpA;024173066;01D;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;URSILON RETARD*20 cps 450 mg rilascio prolungato;13,42;I.B.I.GIOVANNI LORENZINI SpA;024173054;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;URSILON*20 cps 300 mg;7,73;I.B.I.GIOVANNI LORENZINI SpA;024173080;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;URSOBIL HT*20 cps 450 mg rilascio modificato;10,84;ABC FARMACEUTICI SpA;029038027;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;URSOBIL*20 cpr 300 mg;6,39;ABC FARMACEUTICI SpA;024444123;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;URSOBIL*20 cps 150 mg;4,85;ABC FARMACEUTICI SpA;024444034;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 250MG 20 UNITA' USO ORALE;URSOBIL*20 cps 250 mg;9,12;ABC FARMACEUTICI SpA;024444059;01E;;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 3% 200ML USO ORALE;URSOBIL*sciroppo 1 flacone 200 ml 3 g/100 ml;12,01;ABC FARMACEUTICI SpA;024444111;01F;;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;URSOFLOR R*20 cpr 450 mg rilascio prolungato;9,28;SO.SE.PHARM Srl;026073039;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;URSOFLOR*20 cps 300 mg;5,99;SO.SE.PHARM Srl;026073027;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;URSOLISIN*20 cps 150 mg;4,15;MAGIS FARMACEUTICI Srl;025430063;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;URSOLISIN*20 cps 300 mg;6,52;MAGIS FARMACEUTICI Srl;025430101;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 3% 200ML USO ORALE;URSULTEC*1 flacone 200 ml 3 g/100 ml sciroppo;10,93;ABC FARMACEUTICI SpA;033944024;01F;;;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO E SODIO VALPROATO*30 cpr 300 mg rilascio prolungato;5,04;EG SpA;038036087;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO E SODIO VALPROATO*30 cpr 300 mg rilascio prolungato;5,04;RATIOPHARM GMBH;037839026;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO E SODIO VALPROATO*30 cpr 500 mg rilascio prolungato;8,17;EG SpA;038036240;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO E SODIO VALPROATO*30 cpr 500 mg rilascio prolungato;8,17;RATIOPHARM GMBH;037839115;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO*30 cpr 300 mg rilascio prolungato;5,04;SANDOZ SpA;036334011;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO*30 cpr 500 mg rilascio prolungato;8,17;SANDOZ SpA;036334023;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,76;BB FARMA Srl;038485037;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,76;FARMA 1000 Srl;043250036;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,76;GMM FARMA Srl;045419013;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,76;MEDIFARM Srl;043718055;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,76;PROGRAMMI SANIT.INTEGRATI Srl;040965028;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,76;SANOFI Srl;022483109;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato;12,57;GMM FARMA Srl;045419025;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato;12,57;MEDIFARM Srl;043718042;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato;12,57;SANOFI Srl;022483111;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;12,56;GEKOFAR Srl;043478015;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;12,57;BB FARMA Srl;038485025;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;12,57;FARMA 1000 Srl;043250024;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;12,57;FARMAVOX Srl;043708015;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;12,57;GENERAL PHARMA SOLUTIONS SpA;043953013;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;12,57;MEDIFARM Srl;043718030;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 1.000MG 30 UNITA' USO ORALE RM;DEPAKIN*orale grat 30 bust 1.000 mg rilascio modificato;20,85;SANOFI Srl;022483224;S2A;;;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 100MG 30 UNITA' USO ORALE RM;DEPAKIN*orale grat 30 bust 100 mg rilascio modificato;4,95;SANOFI Srl;022483147;S2B;;;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 250MG 30 UNITA' USO ORALE RM;DEPAKIN*orale grat 30 bust 250 mg rilascio modificato;5,96;SANOFI Srl;022483162;S2C;;;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN*orale grat 30 bust 500 mg rilascio modificato;11,91;SANOFI Srl;022483186;S2F;;;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 750MG 30 UNITA' USO ORALE RM;DEPAKIN*orale grat 30 bust 750 mg rilascio modificato;16,38;SANOFI Srl;022483200;S2H;;;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;SODIO VALPROATO*30 cpr 300 mg rilascio prolungato;5,04;SANOFI Srl;033984042;S2D;;Toscana;
